from_node,to_node
Kyoto University,"MAYEKAWA MFG. CO., LTD."
Kyoto University,National Institute of Advanced Industrial Science and Technology
"MAYEKAWA MFG. CO., LTD.",National Institute of Advanced Industrial Science and Technology
"Sumitomo Electric Industries, Ltd.",TOYOTA JIDOSHA KABUSHIKI KAISHA
Rensselaer Polytechnic Institute,"Samsung LED Co., Ltd."
President and Fellows of Harvard College,UNIVERSITY OF TEXAS SYSTEM
Composite Technology R&D Pty Limited,"Favco Composite Technology (US), Inc."
Composite Technology R&D Pty Limited,Favco Truck Mixers International Pty Limited
Composite Technology R&D Pty Limited,"McNeilus Truck and Manufacturing, Inc."
"Favco Composite Technology (US), Inc.",Favco Truck Mixers International Pty Limited
"Favco Composite Technology (US), Inc.","McNeilus Truck and Manufacturing, Inc."
Favco Truck Mixers International Pty Limited,"McNeilus Truck and Manufacturing, Inc."
"Allergan, Inc.",Baylor College of Medicine
"Shin-Etsu Film Co., Ltd","Sunric Co., Ltd"
FTS WELDING,Nitta Moore Company
Adelholzener Alpenquellen GmbH,KRONES AG
ASAHI KASEI CHEMICALS CORPORATION,"Nomura Micro Science Co., Ltd."
CALSONIC KANSEI CORPORATION,"HONDA MOTOR CO., LTD."
ANIMAL TECHNOLOGY INSTITUTE TAIWAN,NATIONAL TSING HUA UNIVERSITY
"Freescale, Inc.",Infineon Technologies AG
"Freescale, Inc.","Sematech, Inc."
Infineon Technologies AG,"Sematech, Inc."
KWS Kleinwanzlebener Saatzucgt AG,Limagrain Verneuil Holding SA
MEDVET SCIENCE PTY LTD,Peter MacCallum Cancer Institute
CHEVRON U.S.A. INC.,"LOS ALAMOS NATIONAL SECURITY, LLC"
"Panasonic Electric Works Co., Ltd.",The Procter & Gamble Company
BEIJING SAMSUNG TELECOM R&D CENTER,"SAMSUNG ELECTRONICS CO., LTD."
La Patrimoniale Chantreau,La Patrimoniale Schill
Kyoto University,"Novartis Vaccines and Diagnostics, Inc."
AUBURN UNIVERSITY,University of Central Florida Research Foundation
"SUMITOMO RUBBER INDUSTRIES, LTD.",Topy Industries Ltd.
ExxonMobil Chemical Patents Inc.,KOBE STEEL LTD.
FUTABA CORPORATION,"TOKAI CARBON CO., LTD."
MITSUBISHI TANABE PHARMA CORPORATION,Sanofi-Aventis
DENSO CORPORATION,"Toyo Machinery & Metal Co., LTD."
CASE WESTERN RESERVE UNIVERSITY,"SEKISUI CHEMICAL CO., LTD."
Children's Medical Center Corporation,Massachusetts Institute of Technology
"DELTA KOGYO CO., LTD.",MAZDA MOTOR CORPORATION
"DELTA KOGYO CO., LTD.","TOYO SEAT CO., LTD."
MAZDA MOTOR CORPORATION,"TOYO SEAT CO., LTD."
Georgia Tech Research Corporation,"TOYOTA MOTOR ENGINEERING & MANUFACTURING NORTH AMERICA, INC."
Daimler AG,Pilz GmbH & Co. KG
"AISIN TAKAOKA CO., LTD.",BENTELER AUTOMOBILTECHNIK GMBH
COMMISSARIAT A L'ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,INSTITUT FRANCAIS DU PETROLE
National Institute of Standards and Technology,"Sematech, Inc."
Biogemma S.A.S.,COMMONWEALTH SCIENTIFIC AND INDUSTRIAL RESEARCH ORGANISATION
"Ford Global Technologies, LLC",Intermet Corporation
"HON HAI PRECISION INDUSTRY CO., LTD.","HONG FU PRECISION INDUSTRY (ShenZhen) CO., LTD."
Gerhard Puerstinger,"Gilead Sciences, Inc."
Gerhard Puerstinger,K.U. Leuven Research & Development
"Gilead Sciences, Inc.",K.U. Leuven Research & Development
"BIGWOOD SYSTEMS, Incorporated","TOKYO ELECTRIC POWER COMPANY HOLDINGS, INCORPORATED"
Monell Chemical Senses Center,SYMRISE AG
"HONDA MOTOR CO., LTD.","TOYODA GOSEI CO., LTD."
DEPARTMENT OF VETERANS AFFAIRS,Oregon Health & Science University
CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE,Universite Louis Pasteur de Strasbourg
"KURARAY CO., LTD.",PANASONIC HOLDINGS CORPORATION
"Merck HDAC Research, LLC",Sloan Kettering Institute for Cancer Research
H.B. Fuller Company,Spraying Systems Co.
Chartered Semiconductor Manufacturing LTD,"SAMSUNG ELECTRONICS CO., LTD."
International Business Machines Corporation,"SAMSUNG ELECTRONICS CO., LTD."
The Trustees of Columbia University in the City of New York,"VSP TECHNOLOGIES, INC."
OLYMPUS CORPORATION,Silicon Quest Kabushiki-Kaisha
Dow Corning Corporation,"Dow Corning Toray Co., Ltd."
Massachusetts Institute of Technology,University of Iowa Research Foundation
"HONDA MOTOR CO., LTD.","SUMITOMO METAL INDUSTRIES, LTD."
AMIC Technology Corporation,POWERUP
SHARP KABUSHIKI KAISHA,"Toshiba Mobile Display Co., Ltd."
JATCO LTD,THE DOSHISHA
"HITACHI, LTD.",TOHOKU UNIVERSITY
ARROW INTERNATIONAL LLC,Chongqing Shenghuaxi Pharmaceutical Co. Ltd
CALIFORNIA INSTITUTE OF TECHNOLOGY,City of Hope
Japan Science and Technology Agency,OSAKA PREFECTURE UNIVERSITY PUBLIC CORPORATION
"Hankook Pharm. Co., Inc.","Hansaeng Cosmetic Co., Ltd."
ENI S.P.A.,INSTITUT FRANCAIS DU PETROLE
Boral Lifetile Inc.,"Monier, Inc."
Kabushiki Kaisha Toshiba,Toshiba Industrial Products Manufacturing Corporation
KONINKLIJKE PHILIPS ELECTRONICS NV,STMicroelectronics SA
Bayerische Motoren Werke Aktiengesellschaft,Chrysler Group LLC
Bayerische Motoren Werke Aktiengesellschaft,Daimler AG
Bayerische Motoren Werke Aktiengesellschaft,GM GLOBAL TECHNOLOGY OPERATIONS LLC
Chrysler Group LLC,GM GLOBAL TECHNOLOGY OPERATIONS LLC
Daimler AG,GM GLOBAL TECHNOLOGY OPERATIONS LLC
The Board of Regents of the University of Texas System,The Regents of the University of California
NATIONAL SEMICONDUCTOR CORPORATION,The Regents of the University of California
"NIPPON LIGHT METAL COMPANY, LTD.","Nikkeikin Aluminium Core Technology Company, Ltd."
NATIONAL UNIVERSITY CORPORATION HOKKAIDO UNIVERSITY,NATIONAL UNIVERSITY ORPORATION TOKYO UNIVERSITY OF AGRICULTURE AND TECHNOLOGY
"RICOH COMPANY, LTD.",RICOH ELEMEX CORPORATION
CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE,Institut National de Recherche sur les Transports et leur Securité
FUJITSU MICROELECTRONICS LIMITED,NEC CORPORATION
FUJITSU MICROELECTRONICS LIMITED,"SANYO ELECTRIC CO., LTD."
Auvation Limited,Grampian Health Board (AKA NHS Grampian)
Auvation Limited,The University Court of the University of Aberdeen
Grampian Health Board (AKA NHS Grampian),The University Court of the University of Aberdeen
Mayo Foundation for Medical Education and Research,"SARENTIS THERAPEUTICS, INC."
Duke University,Wisconsin Alumni Research Foundation
Peking University,"Shanghai Institutes for Biological Sciences, CAS"
"ICT Co., Ltd.","International Catalyst Technology, Inc."
"DU PONT-MITSUI FLUOROCHEMICALS CO., LTD.",E.I. DU PONT DE NEMOURS AND COMPANY
"AIR PRODUCTS AND CHEMICALS, INC.",SOFCO-EFS Holdings LLC
"FOXNUM TECHNOLOGY CO., LTD.","HON HAI PRECISION INDUSTRY CO., LTD."
General Electric Company,The Board of Trustees of the Leland Stanford Jr. University
HYUNDAI MOTOR COMPANY,POHANG UNIVERSITY OF SCIENCE AND TECHNOLOGY
"HITACHI, LTD.","Hitachi Ulsi Systems Co., Ltd."
"Hitachi Device Engineering Co., Ltd.","Hitachi Ulsi Systems Co., Ltd."
Brighman Young University,THE SCRIPPS RESEARCH INSTITUTE
Brighman Young University,THE UNIVERSITY OF CHICAGO
THE SCRIPPS RESEARCH INSTITUTE,THE UNIVERSITY OF CHICAGO
OHIO AEROSPACE INSTITUTE,The United States of America as represented by the Administrator of the National Aeronautics and Space Administration
ELECTRIC AND TELECOMMUNICATIONS RESEARCH INSTITUTE,"Hanaro Telecom., Inc."
ELECTRIC AND TELECOMMUNICATIONS RESEARCH INSTITUTE,KT CORPORATION
ELECTRIC AND TELECOMMUNICATIONS RESEARCH INSTITUTE,"KTFreetel Co., Ltd"
ELECTRIC AND TELECOMMUNICATIONS RESEARCH INSTITUTE,"SAMSUNG ELECTRONICS CO., LTD."
ELECTRIC AND TELECOMMUNICATIONS RESEARCH INSTITUTE,"SK Telecom Co., Ltd."
Biorganica Ltda.,Quiral Quimica Do Brasil S.A.
FUJITSU LIMITED,FUJITSU MEDIA DEVICES LIMITED
"MERCK & CO., INC.",Merck Sharp & Dohme LLC
ASML Holding N.V.,ASML NETHERLANDS B.V.
"MSTAR SEMICONDUCTOR, INC.",MStar Software R&D (Shenzhen) Ltd.
MStar France SAS,MStar Software R&D (Shenzhen) Ltd.
Purdue Research Foundation,Raytheon Company
"NANOCARRIER CO., LTD.",THE UNIVERSITY OF TOKYO
Fukuju Industry Corporation Ltd,NIPPON STEEL CORPORATION
"Nutricepts, Inc.",Regents of the University of Minnesota
FUJITSU LIMITED,FUJITSU TEN LIMITED
FUJITSU LIMITED,"NTT DOCOMO, INC."
THE TRUSTEES OF PRINCETON UNIVERSITY,UNIVERSAL DISPLAY CORPORATION
"BIOREP TECHNOLOGIES, INC.",The University of Miami
"FASgen, LLC",THE JOHNS HOPKINS UNIVERSITY
JFE Steel Corporation,"Koyo Seiko Co., Ltd."
FUJITSU LIMITED,"Sumitomo Electric Device Innovations, Inc."
"ICL-Newtec Co., Ltd.",Yasuo Inoue
"Hitachi Communication Technologies, Ltd.","Hitachi Information & Communication Engineering, Ltd."
"Going Technology Co., Ltd.",KAO YUAN UNIVERSITY
DROPSA S.p.A.,Sunbird Investments Limited
"UT-BATTELLE, LLC",University of Tennessee Research Foundation
"Acorda Therapeutics, Inc.","Beth Israel Deaconess Medical Center, Inc."
"Acorda Therapeutics, Inc.","The Brigham and Women's Hospital, Inc."
"Beth Israel Deaconess Medical Center, Inc.","The Brigham and Women's Hospital, Inc."
Japan Science and Technology Agency,RIKEN
BENTELER AUTOMOBILTECHNIK GMBH,EMITEC Gesellschaft fuer Emissionstechnologie mbH
"KONARKA TECHNOLOGIES, INC.",Leonhard Kurz GmbH & Co. KG
INSTITUT PASTEUR,Institut National de la Sante et de la Recherche Medicale (INSERM)
"PACESETTER, INC.",The Cleveland Clinic Foundation
"Mendel Biotechnology, Inc.",Monsanto Company
Daimler AG,Ford Motor Company
Roswell Park Cancer Institute,The Research Foundation of the State University of New York
"MATSUO INDUSTRIES, INC.",TOYOTA JIDOSHA KABUSHIKI KAISHA
COMMISSARIAT A L'ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,S.O.I. TEC SILICON ON INSULATOR TECHNOLOGIES
"Celagix, Res. Ltd.",Shukokai Incorporated
KUDOS PHARMACEUTICALS LIMITED,Maybridge Limited
Dow Corning Corporation,Dow Corning Europe SA
Georgetown University,"The United States of America, as represented by the Department of Health and Human Services"
KIKKOMAN CORPORATION,Noda Institute for Scientific Research
Federal-Mogul Ignition Srl,Siemens VDO Automotive AG
Karl Storz GmbH & Co. KG,Ludwig-Maximilians-Universitat Munchen
"CENTRAL GLASS COMPANY, LIMITED",Georgia Tech Research Corporation
Sanofi-Aventis Deutschland GMBH,Uhlmann Visiotec GmbH
"CH2M Demilitarization, Inc.","CH2M Hill Constructors, Inc."
"CH2M Demilitarization, Inc.","CH2M Hill Engineers, Inc."
"CH2M Hill Constructors, Inc.","CH2M Hill Engineers, Inc."
N.V.Organon,Neurosearch A/S
Massachusetts Institute of Technology,RAILWAY TECHNICAL RESEARCH INSTITUTE
"Pivotal Biosciences, Inc.",University of Southern California
JAPAN FINE CERAMICS CENTER,TOWA CORPORATION
ECOLE NATIONALE SUPÉRIEURE DE CHIMIE DE RENNES,Eiffage Travaux Publics
ThyssenKrupp Elevator Innovation Center S.A.,Thyssenkrupp Elevator (ES/PBB) GmbH
"Hitachi Displays, Ltd.","IPS Alpha Technology, Ltd."
Delphi Technologies Holding S.arl,PEUGEOT CITROËN AUTOMOBILES SA
"INDUSTRY-ACADEMIC COOPERATION FOUNDATION, YONSEI UNIVERSITY","SAMSUNG ELECTRONICS CO., LTD."
HOYA CORPORATION,"NISSAN CHEMICAL INDUSTRIES, LTD."
NEC CORPORATION,"NEC LCD Technologies, Ltd."
RICOH AMERICAS CORPORATION,"RICOH COMPANY, LTD."
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,"MEDICOSON CO., LTD."
The Regents of the University of California,YEDA RESEARCH AND DEVELOPMENT CO. LTD.
LOMA LINDA UNIVERSITY,Northwestern University
LOMA LINDA UNIVERSITY,United States Government as represented by the Department of Veterans Affairs
LOMA LINDA UNIVERSITY,University of South Alabama
Northwestern University,United States Government as represented by the Department of Veterans Affairs
Northwestern University,University of South Alabama
United States Government as represented by the Department of Veterans Affairs,University of South Alabama
University of Washington,"VisionGate, Inc."
NATIONAL INSTITUTE OF INFORMATION AND COMMUNICATIONS TECHNOLOGY,National Institute of Advanced Industrial Science and Technology
Alcatel-Lucent USA Inc.,COLUMBIA UNIVERSITY
FRIEDRICH-ALEXANDER-UNIVERSITÄT ERLANGEN-NÜRNBERG,Siemens Aktiengesellschaft
Biopack Ltd.,"THE STATE OF ISRAEL, MINISTRY OF AGRICULTURE & RURAL DEVELOPMENT, AGRICULTURAL RESEARCH ORGANIZATION (ARO) (VOLCANI CENTER)"
NorthShore University HealthSystem,Northwestern University
"MERCK & CO., INC.",Northwestern University
FOXCONN ADVANCED TECHNOLOGY INC.,"FuKui Precision Component (Shenzhen) Co., Ltd."
NIPPON KAYAKU KABUSHIKI KAISHA,"Sunrise Industry Co., Ltd."
"Hitachi Ulsi Systems Co., Ltd.",RENESAS ELECTRONICS CORPORATION
Belemark S.A.,Diesel Machinery Int'l Corp.
TOYOTA JIDOSHA KABUSHIKI KAISHA,U-SUN GASKET CORPORATION
TOYOTA JIDOSHA KABUSHIKI KAISHA,UCHIYAMA MANUFACTURING CORP.
U-SUN GASKET CORPORATION,UCHIYAMA MANUFACTURING CORP.
TOPY KOGYO KABUSHIKI KAISHA,"TOYODA GOSEI CO., LTD."
"JOHN HOPKINS UNIVERSITY, SCHOOL OF MEDICINE",NATIONAL CANCER CENTER RESEARCH INSTITUTE
"HITACHI, LTD.",Unicharm Corporation
Arch Development Corporation,"DANA-FARBER CANCER INSTITUTE, INC."
"HONDA MOTOR CO., LTD.",KEIHIN CORPORATION
FUJIFILM Corporation,"SRJ, Inc."
"CLARIAN HEALTH PARTNERS, INC.",Purdue Research Foundation
"DAIDO STEEL CO., LTD.","Nissan Motor Co., Ltd."
Eidgenössische Technische Hochschule Zürich,Universitat Zurich
Intervet Inc.,THE TEXAS A&M UNIVERSITY SYSTEM
Burnham Institute for Medical Research,KYUNGPOOK NATIONAL UNIVERSITY INDUSTRY-ACADEMIC COOPERATION FOUNDATION
Baxter Healthcare Inc.,Baxter International Inc.
Duberlis Correa Pena Y Lillo,Tecnologias de Reciclaje S.A.
KOMATSU LTD.,Ushio Denki Kabushiki Kaisha
INSTITUTE OF NUCLEAR ENERGY RESEARCH,"TTY Biopharm Company, Limited"
FISA Corporation,National Institute of Advanced Industrial Science and Technology
NEC TOKIN CORPORATION,SHARP KABUSHIKI KAISHA
NEC TOKIN CORPORATION,TOKAI UNIVERSITY EDUCATIONAL SYSTEM
NEC TOKIN CORPORATION,"Union Seimitsu Co., Ltd."
SHARP KABUSHIKI KAISHA,TOKAI UNIVERSITY EDUCATIONAL SYSTEM
SHARP KABUSHIKI KAISHA,"Union Seimitsu Co., Ltd."
TOKAI UNIVERSITY EDUCATIONAL SYSTEM,"Union Seimitsu Co., Ltd."
Sonion Nederland B.V.,"Starkey Laboratories, Inc."
Infineon Technologies AG,"SAMSUNG ELECTRONICS CO., LTD."
FONDAZIONE CENTRO SAN RAFFAELE DEL MONTE TABOR,MolMed SpA
"Shiseido Company, Limited",TOKIWA CORPORATION
E2V SEMICONDUCTORS,Tracit Technologies
Centers for Disease Control and Prevention,"Sanofi Pasteur, Inc."
"HONDA MOTOR CO., LTD.","NIHON PLAST CO., LTD."
EBARA CORPORATION,Kabushiki Kaisha Toshiba
NAGOYA INSTITUTE OF TECHNOLOGY,"NTT DOCOMO, INC."
Kanagawa Academy of Science and Technology,NIPPON OIL CORPORATION
"PROTAI PHOTONIC CO., LTD.","Senko Advanced Components, Inc."
"ASAHI GLASS CO., LTD.",TOHOKU UNIVERSITY
DENSO CORPORATION,National University Corporation Nagoya University
"Argos Therapeutics, Inc.",The Rockefeller University
NATIONAL UNIVERSITY CORPORATION NARA INSTITUTE OF SCIENCE AND TECHNOLOGY,UNIVERSITY OF GENEVA
Boehler Edelstahl GmbH & Co. KG,Schoeller-Bleckmann Oilfiend Technology
Applied Materials GmbH & Co. KG,"TOPPAN PRINTING CO., LTD."
INDEPENDENT ADMINISTRATIVE INSTITUTION NATIONAL INSTITUTE FOR MATERIALS SCIENCE,Juridical Foundation Osaka Industrial Promotion Organization
"NISSEI PLASTIC INDUSTRIAL CO., LTD.","TAIYO YUDEN CO., LTD."
BOARD OF TRUSTEES OF MICHIGAN STATE UNIVERSITY,Massachusetts Institute of Technology
CHISSO POLYPRO FIBER COMPANY LIMITED,Chisso Corporation
PANASONIC HOLDINGS CORPORATION,The Penn State Research Foundation
HYUNDAI MOTOR COMPANY,"Hyundai Motor Japan R&D Center, Inc."
"Hyundai Motor Japan R&D Center, Inc.",KIA MOTORS CORPORATION
"KOREA EAST-WEST POWER CO., LTD.",KOREA ELECTRIC POWER CORPORATION
"KOREA EAST-WEST POWER CO., LTD.","KOREA MIDLAND POWER CO., LTD."
"KOREA EAST-WEST POWER CO., LTD.","KOREA SOUTH POWER CO., LTD."
"KOREA EAST-WEST POWER CO., LTD.","KOREA SOUTH-EAST POWER CO., LTD."
"KOREA EAST-WEST POWER CO., LTD.","KOREA WESTERN POWER CO., LTD."
KOREA ELECTRIC POWER CORPORATION,"KOREA MIDLAND POWER CO., LTD."
KOREA ELECTRIC POWER CORPORATION,"KOREA SOUTH POWER CO., LTD."
KOREA ELECTRIC POWER CORPORATION,"KOREA SOUTH-EAST POWER CO., LTD."
KOREA ELECTRIC POWER CORPORATION,"KOREA WESTERN POWER CO., LTD."
"KOREA MIDLAND POWER CO., LTD.","KOREA SOUTH POWER CO., LTD."
"KOREA MIDLAND POWER CO., LTD.","KOREA SOUTH-EAST POWER CO., LTD."
"KOREA MIDLAND POWER CO., LTD.","KOREA WESTERN POWER CO., LTD."
"KOREA SOUTH POWER CO., LTD.","KOREA SOUTH-EAST POWER CO., LTD."
"KOREA SOUTH POWER CO., LTD.","KOREA WESTERN POWER CO., LTD."
"KOREA SOUTH-EAST POWER CO., LTD.","KOREA WESTERN POWER CO., LTD."
Cook Biotech Incorporated,Cook Regentec LLC
Cook Biotech Incorporated,MED Institute Inc.
Cook Regentec LLC,MED Institute Inc.
"FUNAI ELECTRIC CO., LTD.","Lexmark International, Inc."
Arizona Board of Regents on Behalf of the University of Arizona,"National University of Ireland, Galway"
INSTITUT PASTEUR,UNIVERSITÉ D'OTTAWA
Institut National de la Sante et de la Recherche Medicale (INSERM),UNIVERSITÉ D'OTTAWA
"FUJI XEROX CO., LTD.",Xerox Corporation
APPLIED VISION CORPORATION,Emhart Glass S.A.
INDIANA UNIVERSITY RESEARCH AND TECHNOLOGY CORPORATION,UNIVERSITY OF HOUSTON
"MID MOUNTAIN MATERIALS, INC.","Severn Marine Technologies, LLC"
CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE,UNIVERSITE PAUL SABATIER—TOULOUSE III
Floraquest Pty. Ltd.,Protected Plant Promotions Australia Pty. Ltd.
FEI Company,The Board of Trustees of the University of Illinois
FEI Company,The Regents of the University of California
The Board of Trustees of the University of Illinois,The Regents of the University of California
MEDIATEK INC.,National Taiwan University
SUMITOMO ELECTRIC HARDMETAL CORP.,"Sumitomo Electric Industries, Ltd."
Regents of the University of Minnesota,"SAMSUNG ELECTRONICS CO., LTD."
BANDAI CO. LTD,"Wiz, Inc."
KDDI CORPORATION,Keio University
Georgia Tech Research Corporation,"SAMSUNG ELECTRONICS CO., LTD."
AISIN SEIKI KABUSHIKI KAISHA,TOYOTA SHATAI KABUSHIKI KAISHA
TOYOTA BOSHOKU KABUSHIKI KAISHA,TOYOTA SHATAI KABUSHIKI KAISHA
POSTECH ACADEMY-INDUSTRY FOUNDATION,"SAMSUNG ELECTRONICS CO., LTD."
KOBE STEEL LTD.,Kobe Precision Inc.
"MORPHOTEK, INC.",The John Hopkins University
"DAICEL CHEMICAL INDUSTRIES, LTD.",National University Corporation Nagoya University
Japan Science and Technology Agency,NATIONAL UNIVERSITY CORPORATION NARA INSTITUTE OF SCIENCE AND TECHNOLOGY
"Dai Nippon Printing Co., Ltd.","ISHIHARA SANGYO KAISHA, LTD."
"Industrias Alegre, S.A.",Taulell S.A.
ORTEC CORPORATION,"Panaxem Co., Ltd."
"MAYEKAWA MFG. CO., LTD.",THE DOSHISHA
"AISIN KIKO CO., LTD.",AISIN SEIKI KABUSHIKI KAISHA
"RICOH COMPANY, LTD.","Shinko Electric Co., Ltd."
DEPARTMENT OF VETERANS AFFAIRS,THE J. DAVID GLADSTONE INSTITUTES
THE J. DAVID GLADSTONE INSTITUTES,The Regents of the University of California
Genzyme Corporation,The Institute of Cancer Research
"Daiichi Pure Chemicals Co., Ltd.","TOUDAI TLO, Ltd."
The Institute of Cancer Research,The Royal Marsden NHS Foundation Trust
"HONDA MOTOR CO., LTD.",YAZAKI CORPORATION
"NHK SPRING CO., LTD.",Toshiba Storage Device Corporation
VIMICRO CORPORATION,Wuxi Vimicro Corporation
"Huawei Technologies Co., Ltd.",TSINGHUA UNIVERSITY
COLEY PHARMACEUTICAL GMBH,"The United States of America, as represented by the Department of Health and Human Services"
"The United States of America, as represented by the Department of Health and Human Services",University of Iowa Research Foundation
CHINA PETROLEUM & CHEMICAL CORPORATION,"SHANGHAI RESEARCH INSTITUTE OF PETROCHEMICAL TECHNOLOGY, SINOPEC"
GREENOVATION BIOTECH GMBH,MERIDIAN BIOPHARMACEUTICALS GMBH
Fondazione Torino Wireless,Instituto Superiore Mario Boella
President and Fellows of Harvard College,The General Hospital Corporation
"AT&T Intellectual Property I, L.P.",Raytheon Company
"AT&T Intellectual Property I, L.P.","University of Florida Research Foundation, INC."
Raytheon Company,"University of Florida Research Foundation, INC."
Chisso Corporation,National Institute of Advanced Industrial Science and Technology
CARNEGIE MELLON UNIVERSITY,GE Healthcare UK Limited
"Kisho Electronics Co., Ltd.",Seiko Instruments Inc.
Daimier AG,Ford Motor Company
"ASM America, Inc.",S.O.I. TEC SILICON ON INSULATOR TECHNOLOGIES
ENI S.P.A.,Polimeri Europa S.p.A.
Giant Cement Company,"Koppern Equipment, Inc."
"UNIVERSITY OF MARYLAND, BALTIMORE","UNIVERSITY OF MARYLAND, COLLEGE PARK"
HTA International LLC,"Intermarket Enterprises, Inc."
International Business Machines Corporation,University of Illinois at Urbana-Champaign
"Fukuoka Technoken Kogyo, Co., Ltd.","Kobayashi Create Co., Ltd."
Japan Science and Technology Agency,Osaka Prefecture
"NISSIN ELECTRIC CO., LTD.",Osaka Prefecture
"OTSUKA CHEMICAL CO., LTD.",Osaka Prefecture
Osaka Prefecture,TAIYO NIPPON SANSO CORPORATION
"Japan Capacitor Industrial Co., Ltd.","SAGA SANYO Industries Co., Ltd."
"Japan Capacitor Industrial Co., Ltd.","SANYO ELECTRIC CO., LTD."
"SAGA SANYO Industries Co., Ltd.","SANYO ELECTRIC CO., LTD."
"Ethanol Boosting Systems, LLC","Ford Global Technologies, LLC"
Agence Francaise de Securite Sanitaire des Aliments,"BIOMERIEUX, INC."
Agence Francaise de Securite Sanitaire des Aliments,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE
Agence Francaise de Securite Sanitaire des Aliments,UNIVERSITE CLAUDE BERNAD LYON 1
"BIOMERIEUX, INC.",CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE
"BIOMERIEUX, INC.",UNIVERSITE CLAUDE BERNAD LYON 1
CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE,UNIVERSITE CLAUDE BERNAD LYON 1
"CLARION CO., LTD.","TACHI-S CO., LTD."
"ASAHI GLASS CO., LTD.",PANASONIC HOLDINGS CORPORATION
Metromont Corporation,NOVA Chemicals Corporation
"SAMSUNG ELECTRONICS CO., LTD.","Staccato Communications, Inc."
"Dai Nippon Printing Co., Ltd.","Dainippon Ink and Chemicals, Inc."
"Dai Nippon Printing Co., Ltd.","HITACHI CHEMICAL COMPANY, LTD."
"Dai Nippon Printing Co., Ltd.",JSR CORPORATION
"Dai Nippon Printing Co., Ltd.","KONICA MINOLTA, INC."
"Dai Nippon Printing Co., Ltd.","KURARAY CO., LTD."
"Dai Nippon Printing Co., Ltd.",NEC CORPORATION
"Dai Nippon Printing Co., Ltd.","SUMITOMO BAKELITE CO., LTD."
"Dai Nippon Printing Co., Ltd.","SUMITOMO CHEMICAL COMPANY, LIMITED"
"Dai Nippon Printing Co., Ltd.","TOPPAN PRINTING CO., LTD."
"Dai Nippon Printing Co., Ltd.","TORAY INDUSTRIES, INC."
"Dainippon Ink and Chemicals, Inc.","HITACHI CHEMICAL COMPANY, LTD."
"Dainippon Ink and Chemicals, Inc.",JSR CORPORATION
"Dainippon Ink and Chemicals, Inc.","KONICA MINOLTA, INC."
"Dainippon Ink and Chemicals, Inc.","KURARAY CO., LTD."
"Dainippon Ink and Chemicals, Inc.",NEC CORPORATION
"Dainippon Ink and Chemicals, Inc.","SUMITOMO BAKELITE CO., LTD."
"Dainippon Ink and Chemicals, Inc.","SUMITOMO CHEMICAL COMPANY, LIMITED"
"Dainippon Ink and Chemicals, Inc.","TOPPAN PRINTING CO., LTD."
"Dainippon Ink and Chemicals, Inc.","TORAY INDUSTRIES, INC."
"HITACHI CHEMICAL COMPANY, LTD.",JSR CORPORATION
"HITACHI CHEMICAL COMPANY, LTD.","KONICA MINOLTA, INC."
"HITACHI CHEMICAL COMPANY, LTD.","KURARAY CO., LTD."
"HITACHI CHEMICAL COMPANY, LTD.",NEC CORPORATION
"HITACHI CHEMICAL COMPANY, LTD.","SUMITOMO BAKELITE CO., LTD."
"HITACHI CHEMICAL COMPANY, LTD.","SUMITOMO CHEMICAL COMPANY, LIMITED"
"HITACHI CHEMICAL COMPANY, LTD.","TOPPAN PRINTING CO., LTD."
"HITACHI CHEMICAL COMPANY, LTD.","TORAY INDUSTRIES, INC."
JSR CORPORATION,"KONICA MINOLTA, INC."
JSR CORPORATION,"KURARAY CO., LTD."
JSR CORPORATION,NEC CORPORATION
JSR CORPORATION,"SUMITOMO BAKELITE CO., LTD."
JSR CORPORATION,"SUMITOMO CHEMICAL COMPANY, LIMITED"
JSR CORPORATION,"TOPPAN PRINTING CO., LTD."
JSR CORPORATION,"TORAY INDUSTRIES, INC."
"KONICA MINOLTA, INC.","KURARAY CO., LTD."
"KONICA MINOLTA, INC.",NEC CORPORATION
"KONICA MINOLTA, INC.","SUMITOMO BAKELITE CO., LTD."
"KONICA MINOLTA, INC.","SUMITOMO CHEMICAL COMPANY, LIMITED"
"KONICA MINOLTA, INC.","TOPPAN PRINTING CO., LTD."
"KONICA MINOLTA, INC.","TORAY INDUSTRIES, INC."
"KURARAY CO., LTD.",NEC CORPORATION
"KURARAY CO., LTD.","SUMITOMO BAKELITE CO., LTD."
"KURARAY CO., LTD.","SUMITOMO CHEMICAL COMPANY, LIMITED"
"KURARAY CO., LTD.","TOPPAN PRINTING CO., LTD."
"KURARAY CO., LTD.","TORAY INDUSTRIES, INC."
NEC CORPORATION,"SUMITOMO BAKELITE CO., LTD."
NEC CORPORATION,"SUMITOMO CHEMICAL COMPANY, LIMITED"
